,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
459,Bairiki,KI,1.3292,172.9752,80.6,94,75,9.22,broken clouds
460,Napierville,CA,45.1865,-73.4047,55.53,96,100,2.3,overcast clouds
461,Poum,NC,-20.2333,164.0167,76.82,74,3,14.14,clear sky
462,Richards Bay,ZA,-28.783,32.0377,72.25,73,2,3.36,clear sky
463,Annigeri,IN,15.4333,75.4333,82.58,58,85,9.35,overcast clouds
464,Zharkovskiy,RU,55.849,32.2697,42.98,96,100,3.83,overcast clouds
465,Hvide Sande,DK,56.0045,8.1294,52.09,89,100,27.87,light rain
466,Moranbah,AU,-22.0016,148.0466,88.36,29,15,1.41,few clouds
467,Geraldton,AU,-28.7667,114.6,73.81,38,0,13.8,clear sky
468,Pangkalanbuun,ID,-2.6833,111.6167,86.45,63,96,4.76,overcast clouds
469,Houma,US,29.5958,-90.7195,78.8,90,0,0.0,clear sky
470,Svetlaya,RU,46.5389,138.3297,63.43,63,1,9.19,clear sky
471,Freeport,US,40.6576,-73.5832,63.01,82,0,10.36,clear sky
472,Silvania,BR,-16.6589,-48.6081,69.85,78,81,6.51,broken clouds
473,Honiara,SB,-9.4333,159.95,82.35,77,76,0.4,broken clouds
474,Goma,CD,-1.6792,29.2228,65.82,73,88,1.9,overcast clouds
475,Sivas,TR,39.7916,37.0019,50.63,71,0,5.75,clear sky
476,Suzun,RU,53.7841,82.3116,44.65,66,100,6.96,light rain
477,Vao,NC,-22.6667,167.4833,74.57,78,0,11.68,clear sky
478,Kochevo,RU,59.5994,54.3125,35.78,75,100,13.13,light rain
479,Kudahuvadhoo,MV,2.6708,72.8944,82.02,74,100,14.79,overcast clouds
480,Onega,RU,63.9061,38.1404,43.63,90,100,7.11,overcast clouds
481,Segou,ML,13.4317,-6.2157,76.86,72,60,5.77,broken clouds
482,Pivijay,CO,10.4617,-74.6162,75.69,89,100,3.33,overcast clouds
483,Praia Da Vitoria,PT,38.7333,-27.0667,68.25,77,20,16.13,few clouds
484,Naze,JP,28.3667,129.4833,85.12,75,10,9.55,clear sky
485,Iralaya,HN,15.0,-83.2333,77.59,86,96,6.2,overcast clouds
486,Nevers,FR,46.9167,3.3333,45.5,96,67,2.64,broken clouds
487,Kantang,TH,7.4054,99.5156,89.69,62,40,4.61,scattered clouds
488,Grong,NO,64.4654,12.3149,51.08,63,97,17.36,overcast clouds
489,Port Moresby,PG,-9.4431,147.1797,87.22,74,40,17.27,haze
490,Talnakh,RU,69.4865,88.3972,29.21,58,49,2.55,scattered clouds
491,Kiama,AU,-34.6833,150.8667,68.38,65,100,3.0,overcast clouds
492,Pecos,US,31.4229,-103.4932,79.3,47,40,6.91,scattered clouds
493,West Wendover,US,40.7391,-114.0733,61.81,29,0,4.61,clear sky
494,Maine-Soroa,NE,13.2114,12.0241,82.65,53,89,6.6,overcast clouds
495,Sherghati,IN,24.5667,84.7833,87.42,65,52,2.82,broken clouds
496,Ajdabiya,LY,30.7554,20.2263,70.66,65,0,9.62,clear sky
497,Isiro,CD,2.7739,27.616,66.38,98,59,1.39,broken clouds
498,Rusape,ZW,-18.5278,32.1284,65.25,45,1,6.96,clear sky
499,Virginia Beach,US,36.8529,-75.978,67.01,94,75,9.22,light rain
500,Ulcinj,ME,41.9294,19.2244,62.82,84,100,7.99,light rain
501,Warrnambool,AU,-38.3833,142.4833,52.52,93,100,6.89,overcast clouds
502,Birao,CF,10.2849,22.7882,70.2,94,29,4.36,scattered clouds
503,Rezekne,LV,56.5,27.3167,41.99,87,74,2.06,broken clouds
504,Verkhnevilyuysk,RU,63.4453,120.3167,33.53,74,95,7.38,overcast clouds
505,Makurdi,NG,7.7411,8.5121,73.0,97,100,4.34,overcast clouds
506,Oktyabrskiy,RU,54.4815,53.471,50.07,83,97,8.75,overcast clouds
507,Emilio Carranza,MX,19.9711,-96.6114,76.66,86,74,4.34,broken clouds
508,San Cristobal,VE,7.7669,-72.225,69.98,93,37,1.61,scattered clouds
509,Pincher Creek,CA,49.4833,-113.952,64.51,55,0,12.66,clear sky
510,Kilindoni,TZ,-7.9139,39.6668,76.96,74,9,13.24,clear sky
511,Moa,CU,20.6569,-74.9403,79.14,85,100,9.22,overcast clouds
512,Caloundra,AU,-26.8,153.1333,77.13,71,1,11.72,clear sky
513,Warri,NG,5.5167,5.75,74.35,95,100,2.53,overcast clouds
514,Naron,ES,43.5167,-8.1528,59.04,80,53,10.94,broken clouds
515,Amelia,IT,42.5523,12.4182,62.15,91,100,2.46,overcast clouds
516,Giddalur,IN,15.35,78.9167,86.54,57,61,4.5,broken clouds
517,Voloshka,RU,61.3314,40.0858,42.73,95,100,8.01,light rain
518,Lar,IN,26.2039,83.9717,87.96,60,100,1.48,overcast clouds
519,Avanigadda,IN,16.0215,80.9181,89.4,61,92,1.86,overcast clouds
520,Erenhot,CN,43.6475,111.9767,71.38,17,1,6.02,clear sky
521,Casper,US,42.8666,-106.3131,48.79,57,0,5.75,clear sky
522,Budingen,DE,50.3,9.1167,48.88,96,75,4.79,broken clouds
523,La Ronge,CA,55.1001,-105.2842,48.45,71,40,3.44,scattered clouds
524,Methoni,GR,36.8197,21.7049,64.22,52,64,6.64,broken clouds
525,Palmer,US,42.1584,-72.3287,62.24,83,89,4.0,light rain
526,Buchanan,LR,5.8808,-10.0467,72.7,96,100,2.93,moderate rain
527,Nouadhibou,MR,20.931,-17.0347,75.18,100,40,3.44,scattered clouds
528,Pokhara,NP,28.2333,83.9833,77.58,78,80,4.74,broken clouds
529,Abu Kamal,SY,34.4506,40.9171,74.53,17,0,11.81,clear sky
530,Kaeo,NZ,-35.1,173.7833,61.32,74,100,15.12,overcast clouds
531,Taybad,IR,34.74,60.7756,75.61,40,0,29.04,clear sky
532,Sinnamary,GF,5.3833,-52.95,77.76,86,0,10.87,clear sky
533,Venice,US,27.0998,-82.4543,79.0,95,0,8.05,clear sky
534,Lazaro Cardenas,MX,17.9583,-102.2,78.78,87,46,3.11,scattered clouds
535,Siderno,IT,38.2779,16.302,70.34,85,58,7.05,broken clouds
536,Palora,EC,-1.7,-77.9333,62.62,97,88,3.33,light rain
537,Isla Aguada,MX,18.7833,-91.4667,81.81,80,6,15.08,clear sky
538,Singaparna,ID,-7.3515,108.111,81.14,67,92,6.87,overcast clouds
539,Lasa,IT,46.6166,10.7002,50.88,85,94,3.04,overcast clouds
540,Hambantota,LK,6.1241,81.1185,86.94,62,97,16.58,overcast clouds
541,Haileybury,CA,47.449,-79.6373,52.38,80,100,3.31,overcast clouds
542,Ngunguru,NZ,-35.6167,174.5,58.62,69,100,19.71,overcast clouds
543,Mumford,GH,5.2618,-0.759,74.28,93,66,9.13,light rain
544,Sikasso,ML,10.9167,-7.0,71.26,95,63,1.43,broken clouds
545,Anadyr,RU,64.75,177.4833,39.7,55,20,6.71,few clouds
546,Burgeo,CA,47.6167,-57.6152,55.94,93,18,14.14,few clouds
547,Dumas,US,35.8656,-101.9732,59.14,47,0,6.91,clear sky
548,Enshi,CN,30.3,109.4833,79.77,54,35,0.67,scattered clouds
549,Brownwood,US,31.7093,-98.9912,72.72,59,77,7.36,light rain
550,Mineiros,BR,-17.5694,-52.5511,73.98,65,21,9.19,few clouds
551,Jibuti,DJ,11.5,42.5,87.75,39,50,8.46,scattered clouds
552,Mulchen,CL,-37.7167,-72.2333,44.94,77,100,3.96,overcast clouds
553,Namtsy,RU,62.7161,129.6658,37.06,79,89,6.85,overcast clouds
554,Iqaluit,CA,63.7506,-68.5145,31.73,80,0,10.36,clear sky
555,Aripuana,BR,-9.1667,-60.6333,76.66,50,21,0.85,few clouds
556,General Roca,AR,-39.0333,-67.5833,52.63,43,27,8.41,scattered clouds
557,Bonavista,CA,48.6499,-53.1147,53.76,85,15,18.01,few clouds
558,Balaipungut,ID,1.05,101.2833,88.03,59,100,5.64,overcast clouds
559,Pabrade,LT,55.0,25.7833,47.17,89,98,4.05,overcast clouds
560,Boende,CD,-0.2167,20.8667,70.09,97,91,1.95,overcast clouds
561,Cuamba,MZ,-14.8031,36.5372,74.37,60,5,7.18,clear sky
562,Ossora,RU,59.2353,163.0719,43.27,87,100,16.08,light rain
563,Great Yarmouth,GB,52.6083,1.7305,51.46,89,100,21.43,overcast clouds
564,Iracoubo,GF,5.4802,-53.2011,77.58,87,2,10.07,clear sky
565,Ola,RU,59.5833,151.2833,47.79,50,98,0.65,overcast clouds
566,Rantepao,ID,-2.9701,119.8978,84.81,39,88,4.59,overcast clouds
567,Alappuzha,IN,9.49,76.3264,84.0,73,28,12.91,scattered clouds
568,Yelizovo,RU,53.1873,158.3805,53.74,87,75,2.24,broken clouds
569,Touros,BR,-5.1989,-35.4608,74.28,83,1,11.59,clear sky
570,Suntar,RU,62.1444,117.6319,38.25,53,47,6.15,scattered clouds
571,Wanxian,CN,30.8039,108.3897,78.62,63,87,2.62,overcast clouds
572,Gambela,ET,8.25,34.5833,69.22,97,100,3.33,light rain
573,Thinadhoo,MV,0.5333,72.9333,82.96,69,97,14.32,overcast clouds
574,Mae Chan,TH,20.1467,99.8526,87.67,68,22,0.63,few clouds
575,Kidal,ML,18.4411,1.4078,86.41,26,43,6.64,scattered clouds
576,Monywa,MM,22.1167,95.1333,88.45,64,59,5.39,broken clouds
577,Mahajanga,MG,-15.7167,46.3167,80.62,47,0,11.5,clear sky
578,Springfield,US,37.2153,-93.2982,62.19,67,0,2.86,clear sky
579,Zhigansk,RU,66.7697,123.3711,34.32,92,100,1.97,overcast clouds
580,Benguela,AO,-12.5763,13.4055,68.65,88,76,3.33,broken clouds
581,Tambovka,RU,50.0969,128.0489,56.66,28,82,12.39,broken clouds
582,Udachnyy,RU,66.4167,112.4,25.45,85,97,9.86,overcast clouds
583,Qaqortoq,GL,60.7167,-46.0333,46.74,98,100,2.95,light rain
584,Sibolga,ID,1.7427,98.7792,85.82,61,100,6.67,overcast clouds
585,Umm Lajj,SA,25.0213,37.2685,92.17,34,3,4.25,clear sky
586,Port Hueneme,US,34.1478,-119.1951,74.26,90,0,9.22,clear sky
587,Shahr-E Babak,IR,30.1165,55.1186,76.32,12,0,5.75,clear sky
588,Dunedin,NZ,-45.8742,170.5036,54.81,80,100,1.99,overcast clouds
589,Havoysund,NO,70.9963,24.6622,46.63,78,0,17.45,clear sky
590,Douentza,ML,14.9951,-2.9517,83.03,59,23,4.94,few clouds
591,Marsaxlokk,MT,35.8419,14.5431,78.08,73,40,13.8,scattered clouds
592,Yilan,TW,24.757,121.753,91.26,69,38,8.46,scattered clouds
593,Henties Bay,NA,-22.116,14.2845,53.82,85,40,6.78,scattered clouds
594,Mahon,ES,39.8885,4.2658,63.16,88,20,9.22,few clouds
595,Mantua,IT,45.1667,10.7833,54.99,87,69,3.0,broken clouds
596,Mabaruma,GY,8.2,-59.7833,73.02,99,84,2.44,broken clouds
597,Kijang,KR,35.2442,129.2139,73.13,54,100,7.43,overcast clouds
598,Abeche,TD,13.8292,20.8324,78.73,68,95,1.97,overcast clouds
599,Ninh Binh,VN,20.2539,105.975,87.46,63,6,6.78,clear sky
600,Agbor,NG,6.2518,6.1934,71.94,99,100,2.86,overcast clouds
601,Natchez,US,31.5604,-91.4032,74.64,86,0,6.91,clear sky
602,Norilsk,RU,69.3535,88.2027,29.43,58,49,3.0,scattered clouds
603,Vuktyl,RU,63.8567,57.3094,34.48,51,6,10.07,clear sky
604,Kahului,US,20.8947,-156.47,82.42,68,40,13.0,scattered clouds
605,Antofagasta,CL,-23.65,-70.4,56.48,65,9,9.8,clear sky
606,Perivolion,GR,39.4206,20.0147,69.35,67,100,12.19,overcast clouds
607,Mecca,SA,21.4267,39.8261,95.32,14,11,12.82,few clouds
608,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,57.38,59,0,5.68,clear sky
609,Haines Junction,CA,60.7522,-137.5108,44.55,65,100,1.14,overcast clouds
610,Khilok,RU,51.3674,110.4676,51.49,40,95,6.31,overcast clouds
611,Berdigestyakh,RU,62.0989,126.6992,35.06,77,100,5.39,overcast clouds
612,Meadow Lake,US,34.8014,-106.5436,71.91,36,20,13.02,few clouds
613,Vostok,RU,46.4856,135.8833,62.08,64,24,11.07,few clouds
614,Geneva,US,41.8875,-88.3054,55.8,85,0,8.05,clear sky
615,Kaka,TM,37.3482,59.6143,74.41,47,4,15.12,clear sky
616,Vardadzor,AM,40.187,45.1921,52.07,51,0,3.38,clear sky
617,Nikel,RU,69.4128,30.222,33.98,86,100,4.27,overcast clouds
618,Noumea,NC,-22.2763,166.4572,78.78,77,24,11.21,few clouds
619,Alangalang,PH,11.2061,124.8467,88.03,63,81,5.19,broken clouds
620,Shar,KZ,49.5886,81.0453,79.54,19,55,8.5,broken clouds
621,Milkovo,RU,54.7167,158.6167,37.47,99,100,0.34,overcast clouds
622,Parakou,BJ,9.3372,2.6303,70.43,98,100,4.14,overcast clouds
623,Dulce Nombre De Culmi,HN,15.1,-85.5333,79.03,99,60,2.84,broken clouds
624,Olavarria,AR,-36.8927,-60.3225,52.02,77,98,5.86,overcast clouds
625,Wamba,NG,8.9333,8.6,70.92,98,100,0.85,overcast clouds
626,Umarkot,PK,25.3616,69.7362,86.59,50,48,13.04,scattered clouds
627,Yenisehir,TR,40.2644,29.6531,42.85,100,5,3.44,clear sky
628,Tual,ID,-5.6667,132.75,82.27,74,48,9.84,scattered clouds
629,Kiunga,PG,-6.1219,141.2906,95.77,43,99,3.02,overcast clouds
630,Omboue,GA,-1.5746,9.2618,74.53,89,100,7.85,light rain
631,Alyangula,AU,-13.8483,136.4192,85.32,62,50,10.98,scattered clouds
632,Santa Isabel,BR,-23.3156,-46.2214,61.9,98,51,2.42,broken clouds
633,Luebo,CD,-5.35,21.4167,71.28,90,100,1.1,overcast clouds
634,Pacifica,US,37.6138,-122.4869,64.72,92,20,11.5,few clouds
635,Grand Gaube,MU,-20.0064,57.6608,75.38,64,12,14.0,few clouds
636,Honiton,GB,50.7996,-3.189,56.57,96,75,9.22,broken clouds
637,Wawa,NG,9.9022,4.4192,72.28,94,100,6.64,light rain
638,Stonewall,CA,50.1344,-97.3268,49.71,61,52,6.62,broken clouds
639,Gwanda,ZW,-20.9333,29.0,70.83,34,0,6.26,clear sky
640,Karasburg,NA,-28.0167,18.75,49.24,61,75,7.09,broken clouds
641,Tuy Hoa,VN,13.0833,109.3,83.01,77,100,9.75,overcast clouds
642,Port-Gentil,GA,-0.7193,8.7815,76.96,88,20,8.05,few clouds
643,Kyren,RU,51.6828,102.1408,66.25,37,98,10.4,overcast clouds
644,Rio Grande,BR,-32.035,-52.0986,60.6,95,100,10.74,overcast clouds
645,Ahuimanu,US,21.4447,-157.8378,80.31,81,100,6.91,light rain
646,Vredendal,ZA,-31.6683,18.5012,53.44,78,100,6.46,overcast clouds
647,Salym,RU,60.0625,71.4789,35.55,57,12,8.25,few clouds
648,Kyrksaeterora,NO,63.2906,9.0891,44.1,93,75,4.83,broken clouds
649,The Valley,AI,18.217,-63.0578,82.26,76,33,15.46,scattered clouds
650,Turukhansk,RU,65.8167,87.9833,31.87,89,100,3.67,light snow
651,Corrientes,AR,-27.4806,-58.8341,58.01,81,0,0.0,clear sky
652,Mabai,CN,23.0128,104.4508,73.72,63,33,4.05,scattered clouds
653,Hirara,JP,24.8,125.2833,89.46,70,20,12.66,few clouds
654,Simao,CN,22.7886,100.9748,80.96,51,18,2.8,few clouds
655,Kungurtug,RU,50.5994,97.5228,65.08,23,79,12.03,broken clouds
656,Baykit,RU,61.67,96.37,35.47,64,100,2.13,overcast clouds
657,Ranong,TH,9.9658,98.6348,80.53,69,77,8.5,broken clouds
658,Ponta Delgada,PT,37.7333,-25.6667,68.72,64,20,9.22,few clouds
659,Socorro,US,31.6546,-106.3033,81.61,38,75,13.8,broken clouds
660,Bilibino,RU,68.0546,166.4372,32.31,50,49,6.33,scattered clouds
661,Voyvozh,RU,62.892,54.9635,33.26,59,9,12.21,clear sky
662,Tangwani,PK,28.2787,68.9972,89.17,47,2,7.43,clear sky
663,Amahai,ID,-3.3333,128.9167,82.38,72,99,5.55,overcast clouds
664,Chengde,CN,40.9725,117.9361,85.23,17,0,5.03,clear sky
665,Port Augusta,AU,-32.5,137.7667,62.56,61,98,16.31,overcast clouds
666,Atbasar,KZ,51.8,68.3333,59.95,64,98,20.87,overcast clouds
667,Ruteng,ID,-8.6136,120.4721,76.57,54,76,1.1,broken clouds
668,Ayolas,PY,-27.4,-56.9,58.42,98,78,3.8,broken clouds
669,Weligama,LK,5.9667,80.4167,81.48,78,100,11.23,overcast clouds
670,Quatre Cocos,MU,-20.2078,57.7625,75.09,75,30,19.69,light rain
671,Byron Bay,AU,-28.65,153.6167,74.71,67,96,7.18,overcast clouds
672,Padong,PH,18.0522,120.7567,87.28,61,100,5.93,overcast clouds
673,Elk Plain,US,47.0532,-122.3976,64.27,79,0,0.0,clear sky
674,Gravelbourg,CA,49.8834,-106.5512,52.07,33,34,7.36,scattered clouds
675,Chebsara,RU,59.2002,38.8356,45.73,98,100,5.28,light rain
676,Ust-Uda,RU,54.1742,103.0304,41.04,86,100,7.87,light rain
677,Ankazoabo,MG,-22.2833,44.5167,77.18,47,0,6.22,clear sky
678,Charters Towers,AU,-20.1,146.2667,90.55,30,2,15.3,clear sky
679,Chumphon,TH,10.3333,98.8333,83.97,61,97,8.5,overcast clouds
680,Concepcion Del Oro,MX,24.6333,-101.4167,63.09,54,17,6.69,few clouds
681,Puerto Baquerizo Moreno,EC,-0.9,-89.6,67.62,88,100,15.26,overcast clouds
682,San Jose,US,37.3394,-121.895,67.21,80,0,6.91,clear sky
683,Leshukonskoye,RU,64.8989,45.7622,34.79,77,10,7.67,clear sky
684,Deputatskiy,RU,69.3,139.9,23.77,92,100,4.5,overcast clouds
685,Trairi,BR,-3.2778,-39.2689,76.96,78,3,10.47,clear sky
686,Sainte-Rose,GP,16.3324,-61.6979,75.24,88,0,4.61,clear sky
687,Hammerfest,NO,70.6634,23.6821,46.85,66,0,11.5,clear sky
688,Shetpe,KZ,44.1667,52.1167,63.63,47,1,8.5,clear sky
689,Manado,ID,1.487,124.8455,90.37,58,40,4.61,scattered clouds
690,Roebourne,AU,-20.7833,117.1333,88.86,24,6,13.69,clear sky
691,Kavieng,PG,-2.5744,150.7967,84.96,67,20,10.04,few clouds
692,Foz,ES,43.5692,-7.2544,57.63,84,82,3.78,broken clouds
